,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,ENSEMBL,symbol
ENSMUSG00000000001,148.11344801218,153.452099222425,155.452671420364,153.543904063079,154.732324373165,150.271893282603,143.129640983718,144.375346705206,145.218793287463,152.201557780957,149.478847332925,148.890808762053,ENSMUSG00000000001,Gnai3
ENSMUSG00000000003,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000003,Pbsn
ENSMUSG00000000031,0,0.0164307215058428,0,0,0,0,0,0,0,0,0.0351617440225035,0.0199782636491497,ENSMUSG00000000031,H19
ENSMUSG00000000037,0.284177851615442,0.545474380886578,0.674040258586354,0.512530856449521,0.486381322957198,0.509109422160806,0.335062689148292,0.277932184546971,0.414324830667243,0.279218907623577,0.389105058365759,0.232136540502299,ENSMUSG00000000037,Scml2
ENSMUSG00000000058,3.06365509370955,3.16410671321514,3.3278048832853,2.5165346096806,3.20899954954416,3.50387656161408,2.82764018278674,3.02961448155722,2.44052277680998,2.25117187171266,2.6130424903431,2.34967259507137,ENSMUSG00000000058,Cav2
ENSMUSG00000000085,3.37131328455464,3.49791804502164,3.64845392919415,2.88183469527329,3.35167501501057,3.2131188722537,3.09076070913858,2.96921393967807,3.19060269833828,2.57563392428215,2.84419440537584,2.93902456349714,ENSMUSG00000000085,Scmh1
ENSMUSG00000000131,7.57208172316146,7.49018431157889,7.14253215014448,6.55521694900423,7.32118873790624,7.43266583137052,9.1329405105177,8.51857821803457,8.7061794245437,7.62977905932739,8.09997606592129,8.28367789081708,ENSMUSG00000000131,Xpo6
ENSMUSG00000000134,4.28141150172819,3.86495354552758,4.40957216357354,3.72248926731389,3.81657099474749,3.90521347829349,4.59500032634945,4.4905685007506,4.68492773172624,4.38758711717396,4.44096338359115,4.78398632892465,ENSMUSG00000000134,Tfe3
ENSMUSG00000000148,3.35202584171858,3.71258113875661,3.50177799350613,3.49715505160218,3.84557183097809,3.63862533917979,4.23799600819463,3.73807828108691,3.48037362360382,3.86871004897435,3.75089024293741,4.10051292380959,ENSMUSG00000000148,Brat1
ENSMUSG00000000149,27.2296114543904,24.7437476925885,26.4214642943267,24.1732647986675,25.6577974007366,24.3704136955503,27.4942052571879,27.3075053367996,30.3299304630863,26.672255922145,26.0097647581003,27.6146955574386,ENSMUSG00000000149,Gna12
ENSMUSG00000000154,0.701251095704837,0.874925432491549,1.0051934997487,0.427057118889652,0.647007589896728,0.583283621661033,1.10323089046493,0.810536980749747,0.52534804307854,0.893091673233517,0.99290780141844,0.709219858156028,ENSMUSG00000000154,Slc22a18
ENSMUSG00000000182,1.11492387547539,0.618244392008161,0.21703461268003,0.296380600111439,0.531925182305267,0.669764758008841,0.306259953448487,0.0525017063054549,0.459389930172731,0.153129976724244,0.275633958103638,0.375864488323143,ENSMUSG00000000182,Fgf23
ENSMUSG00000000183,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000183,Fgf6
ENSMUSG00000000184,14.5455067852096,14.9365421008844,15.3402991798792,13.095011007027,15.1900047385525,14.8245180351278,17.9976204428818,17.2073943849555,17.6173056547038,15.9155079644132,16.0220552980662,17.4259374954596,ENSMUSG00000000184,Ccnd2
ENSMUSG00000000194,6.56633013931458,6.00027513456715,6.258769799093,5.50262839746893,5.61535376179252,5.72514056742114,6.68824163969795,6.9974497785334,6.76247810604215,5.67213000661169,6.66457876605074,6.35623380690715,ENSMUSG00000000194,Gpr107
ENSMUSG00000000214,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000214,Th
ENSMUSG00000000215,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000215,Ins2
ENSMUSG00000000216,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000216,Scnn1g
ENSMUSG00000000223,0.153664593219089,0.108642303523589,0.166913627043884,0.161760899743535,0.119966217513148,0.134205198470316,0.113967906637491,0.0651245180785662,0.132962557743739,0.107636356268741,0.075218818380744,0.108787547244878,ENSMUSG00000000223,Drp2
ENSMUSG00000000244,9.70130154509396,9.84455440903086,9.50502024349168,10.3804423270936,10.105644013001,9.66779816281095,13.2847262195178,12.9766897302462,13.1187432807365,12.9588514589748,13.5597401529479,13.9604249052485,ENSMUSG00000000244,Tspan32
ENSMUSG00000000247,0,0.0131909589167585,0.0333409276557438,0,0,0.0131909589167585,0,0.040326645831233,0.0522752816330798,0,0,0,ENSMUSG00000000247,Lhx2
ENSMUSG00000000248,0.28043149058685,0.186604879717605,0.104812189657657,0.178913280732829,0.26272002802347,0.171054473074471,0.0924385283786282,0,0.015406421396438,0.0308128427928761,0,0,ENSMUSG00000000248,Clec2g
ENSMUSG00000000266,0.111297168498854,0.168316873345761,0.233986960544835,0.0871447037806277,0.0552935693578837,0.0925742803401684,0.030016509079994,0.00857614545142686,0.075041272699985,0.0500275151333233,0.045024763619991,0.092096107404527,ENSMUSG00000000266,Mid2
ENSMUSG00000000295,4.99506370175356,5.42564423415321,5.29876234089986,4.94893597876457,4.55724387677702,5.24641874894094,4.20347125368046,5.04748621903434,4.58443101399866,4.97184771940699,4.30613668061367,4.37824901737036,ENSMUSG00000000295,Hddc2
ENSMUSG00000000296,0.0992575534998213,0.0275200070451218,0.115930738339686,0.063325607609205,0.0774905461533693,0,0.0327182305980893,0.16826518593303,0.0272651921650744,0.0272651921650744,0.0588928150765607,0.0669236534960917,ENSMUSG00000000296,Tpd52l1
ENSMUSG00000000305,0,0,0,0,0,0,0,0,0,0.0108270103592835,0,0,ENSMUSG00000000305,Cdh4
ENSMUSG00000000308,0.0530665383635695,0.0588526095247063,0,0,0,0,0,0,0.0583076779550331,0,0,0,ENSMUSG00000000308,Ckmt1
ENSMUSG00000000339,11.0372238783154,10.4011698137199,12.3627403717392,13.4591470997001,12.1732903687791,12.9696738508488,10.9750566893424,12.102364755426,11.9677500629882,12.8495842781557,11.3197278911565,12.430426716141,ENSMUSG00000000339,Rtca
ENSMUSG00000000340,11.476510739809,11.213285867925,11.8004874725182,11.6063806317324,10.8573172449411,11.1299157127731,10.2834770542175,10.7047279214987,11.3159546701028,11.088809594608,11.3737734165923,10.5678777065931,ENSMUSG00000000340,Dbt
ENSMUSG00000000355,24.4759839674092,29.6496693447013,28.4627250541051,25.7812991259511,27.8290756130091,26.0971744001749,26.8031189083821,28.2999164578112,26.600064977258,24.772579597141,26.4985380116959,24.9202551834131,ENSMUSG00000000355,Mcts1
ENSMUSG00000000359,0,0.0542414068051269,0,0.0312033899362827,0,0,0,0.0276372882292789,0.0806087573353969,0,0.0290191526407429,0,ENSMUSG00000000359,Rem1
ENSMUSG00000000392,0,0,0.0170248989146627,0.01162452775356,0.0284495021337127,0.0101035615054307,0.0600600600600601,0.0205920205920206,0.0600600600600601,0.02002002002002,0.0540540540540541,0.0737100737100737,ENSMUSG00000000392,Fap
ENSMUSG00000000394,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000394,Gcg
ENSMUSG00000000399,46.610152838857,46.4511151863438,43.1569873283153,44.7558549308541,41.8499904886385,44.1628829111545,40.1849908670475,44.0713536201469,40.1590817820269,42.9443084217481,41.0283315844701,39.5879042258895,ENSMUSG00000000399,Ndufa9
ENSMUSG00000000402,0,0.0691256981695515,0,0,0,0,0.0821827744904668,0.0352211890673429,0,0.0684856454087223,0.14792899408284,0.0420252824098978,ENSMUSG00000000402,Egfl6
ENSMUSG00000000409,1.38402638617065,1.2809121391557,1.22946116815204,1.00736495713102,0.973982492664694,0.907988351806573,1.25298789420927,1.35487921747464,1.15660421003932,0.738941578636235,0.971547536433033,0.808308624061573,ENSMUSG00000000409,Lck
ENSMUSG00000000411,0,0.0730140186915888,0,0.084005376344086,0,0.219042056074766,0,0.148809523809524,0,0.072337962962963,0.15625,0.0887784090909091,ENSMUSG00000000411,Tssk3
ENSMUSG00000000416,0.0174769871771345,0.00969128883965714,0.016330203241627,0.0223003850718992,0.00909620970037995,0.00969128883965714,0.00576093281024063,0,0,0.0048007773418672,0.0103696790584331,0.00589186310138247,ENSMUSG00000000416,Cttnbp2
ENSMUSG00000000439,4.60323847959955,4.57536958149817,5.06201218534877,4.64075049940016,4.85948186622185,5.14127055605189,4.33737009361848,3.82817388743696,4.54493400898966,4.25863895330528,4.88276217469724,4.31882598205711,ENSMUSG00000000439,Mkrn2
ENSMUSG00000000440,6.09423998349277,6.12675395794293,5.53181973329567,4.40853326720533,5.71308690260779,5.90722857182771,2.79972477281894,3.47762423354992,3.28216322237249,2.86694980267477,2.37027546444587,2.54790052996331,ENSMUSG00000000440,Pparg
ENSMUSG00000000441,10.9774286566571,11.1901414275081,10.5846282489025,10.0961080978209,10.1537028411737,10.4540567364155,11.3569321533923,11.2852928782132,11.1111111111111,10.0131104555883,10.0176991150442,10.2574416733709,ENSMUSG00000000441,Raf1
ENSMUSG00000000486,11.023332720926,11.7101447284603,11.7466485162623,11.1023530271692,10.4915052650918,10.9718218203609,24.0471961949089,24.2688293395624,25.0916909928484,23.5946951912412,25.4271541429359,25.4705793930486,ENSMUSG00000000486,Sept1
ENSMUSG00000000544,0,0,0,0,0,0,0,0,0,0,0.03813882532418,0,ENSMUSG00000000544,Gpa33
ENSMUSG00000000560,0.007760709390924,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000560,Gabra2
ENSMUSG00000000561,3.19856485744759,3.38951919007534,3.62152076750714,4.11763360250457,3.52796691353548,3.9575950319874,3.51197109377638,3.72423308296067,4.05227433897275,4.48376651395596,4.56893931719177,3.64934933367716,ENSMUSG00000000561,Wdr77
ENSMUSG00000000562,1.81846188076025,1.7260892156793,2.18889242043526,2.55918892137353,2.13786560842319,2.18875230441808,2.51755944825252,2.52058172850252,3.56125356125356,3.7022933062537,3.12261995430312,3.15896974312816,ENSMUSG00000000562,Adora3
ENSMUSG00000000563,63.9738036951018,66.0325913549952,67.7307096389488,71.1839971165976,68.0627702091977,65.495976841458,59.4523760259328,63.2408146374627,64.0274041887946,63.6969216267789,65.7045313469895,63.7837875966367,ENSMUSG00000000563,Atp5f1
ENSMUSG00000000568,23.6572932967085,22.4008580478295,22.1736142814784,27.468201479539,28.8967712167448,27.0304618151957,23.5438666401009,23.8806819799049,24.1512806889376,26.046855283257,26.1207411835027,27.9506058794762,ENSMUSG00000000568,Hnrnpd
ENSMUSG00000000600,3.36372164693717,3.38550064333283,3.11344696265268,2.99367862893555,3.11724975152556,3.05221301523271,3.451476001293,3.29208543929975,3.49318568106693,3.15719103844358,3.15638001689242,3.19932202811422,ENSMUSG00000000600,Krit1
ENSMUSG00000000605,6.16213700809859,6.28047372002572,6.90094098959073,7.00325381946689,6.93785231281276,7.09830876706684,6.96207229273362,6.71183637115501,7.34184418219154,7.34802939211757,6.9939879759519,7.3176656342989,ENSMUSG00000000605,Clcn4
ENSMUSG00000000627,0.087746622851853,0.145971017454484,0.163977940867505,0.153949720021441,0.102755913602828,0.231120777636267,0.535091905650281,0.595005671147803,0.494116399361746,0.891819842750469,0.715866198099701,0.887437435660786,ENSMUSG00000000627,Sema4f
ENSMUSG00000000628,60.2686323053312,56.7057172940458,53.7308210352071,49.6666681981705,51.3122287273518,52.8587801348957,60.0895725521847,57.6637434634871,54.532170683716,55.7850258747567,55.8182595071927,58.9789074335435,ENSMUSG00000000628,Hk2
ENSMUSG00000000682,208.507223113965,210.146862483311,194.713160854893,206.144393241167,192.919799498747,205.807743658211,251.190476190476,265.374149659864,227.18253968254,283.730158730159,243.142857142857,258.603896103896,ENSMUSG00000000682,Cd52
ENSMUSG00000000693,0.554764136083643,0.560319184175268,0.58315757611942,0.455059982593956,0.494977524926759,0.560319184175268,0.940457297360842,0.705342973020631,0.849023949006315,0.718404879928421,0.952213013577852,1.18225100591526,ENSMUSG00000000693,Loxl3
ENSMUSG00000000766,0,0,0,0,0.00502487817182872,0,0.00636484568431638,0.0218223280605133,0.00530403807026365,0.0212161522810546,0.00572836111588475,0.00650950126805085,ENSMUSG00000000766,Oprm1
ENSMUSG00000000787,146.756232466818,148.303580391706,153.64335680204,164.065118978199,161.190243095294,150.837742612366,137.49890839228,139.501228838405,139.313403002164,152.643146158996,149.842808488342,144.211303498702,ENSMUSG00000000787,Ddx3x
ENSMUSG00000000794,2.95999887620382,3.24657440497552,3.06578930714568,3.53365712387197,3.74440297922875,4.03943961955823,1.20061122025759,1.35228229530784,1.14934545189948,1.22376350274189,1.39310591176996,1.56277906769066,ENSMUSG00000000794,Kcnn3
ENSMUSG00000000811,3.7638072296794,4.02040520411795,3.9147962640072,4.17064773950892,5.56751540345928,4.44880903734363,4.27049051872747,3.99623883403855,5.35443765345035,3.6566891291856,4.23131170662906,3.08533145275035,ENSMUSG00000000811,Txnrd3
ENSMUSG00000000817,0.0479554206409721,0,0,0,0,0,0.0474225826338502,0,0.0790376377230837,0.0790376377230837,0,0,ENSMUSG00000000817,Fasl
ENSMUSG00000000823,4.22356750668732,4.67092356658566,4.35105051541935,4.06461604138188,4.08772176816813,3.76305391561549,4.2704960345394,3.86825151009299,3.8129428879816,3.14812207674379,3.42108968041673,3.31166088592528,ENSMUSG00000000823,Zfp512b
ENSMUSG00000000826,33.5461967504648,32.0275770756508,32.5233453455285,27.6106658097839,27.5245390731949,28.49122571102,32.8737010391687,33.3886736764435,32.2690565496321,29.4764188649081,29.5309905921417,29.1951753282688,ENSMUSG00000000826,Dnajc5
ENSMUSG00000000827,6.75670931091708,6.08732389430381,5.96524628921767,6.25703262840917,6.51148738452617,6.17168979049352,6.28042805669359,5.92551443186816,5.92165667507658,6.31386194888729,6.37455732240817,6.03651261591682,ENSMUSG00000000827,Tpd52l2
ENSMUSG00000000838,10.3876659202608,10.3473707545843,10.3941767775776,11.6648190893245,11.7812106980771,11.1149798610075,11.5644917537289,11.8398367954843,11.2250038329281,11.5900446079827,12.3858334976017,12.2230584974523,ENSMUSG00000000838,Fmr1
ENSMUSG00000000876,22.2599109603562,21.5300254264765,22.716271847638,18.946459073685,18.5529252223682,17.3776030853067,19.6794481639278,21.3894443961395,21.2179617231352,16.9630982169022,19.4765672550213,19.8846345377082,ENSMUSG00000000876,Pxmp4
ENSMUSG00000000881,0.673901220906842,0.689457632267963,0.783954065958873,0.735204493260303,0.673428307769363,0.695062978871767,0.859673324136828,0.656893237712526,0.771928889244309,0.766375443997947,0.707731062196365,0.640665637966664,ENSMUSG00000000881,Dlg3
ENSMUSG00000000889,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000000889,Dbh
ENSMUSG00000000915,14.638058001822,15.2836101288204,15.0879841455629,14.3376743679163,14.3451428402086,14.3068009598383,20.9154466966967,19.5061132561133,21.1539664664665,20.166651026026,20.9353885135135,20.8869203009828,ENSMUSG00000000915,Hip1r
ENSMUSG00000000916,2.57403339060059,2.98746757352905,2.53378024070912,2.80704166451842,2.62643823196777,2.71859549191143,2.74669981649204,2.53697643148895,2.59476311687287,2.93020777836974,2.86627597229622,3.16026541386158,ENSMUSG00000000916,Nsun5
ENSMUSG00000000938,0.332621523273528,0.304333150733443,0.40791970275474,0.461557070736008,0.220726475751249,0.304333150733443,0.246694296427867,0.267839521835969,0.219283819046993,0.246694296427867,0.325636471284784,0.454141772969482,ENSMUSG00000000938,Hoxa10
ENSMUSG00000000942,0.140978106100123,0.762204059616084,0.790365445222735,0.742029924043119,0.495278346430694,0.469048652071436,0.627352572145546,0.597478640138615,0.697058413495051,0.929411217993401,0.941028858218319,0.855480780198472,ENSMUSG00000000942,Hoxa4
ENSMUSG00000000948,0,0.0651956358041393,0.0137321516359112,0.0375050162959296,0,0.0651956358041393,0,0,0,0,0.0174398325776073,0,ENSMUSG00000000948,NA
ENSMUSG00000001016,19.6670101238081,18.9432586486009,18.9400451581107,21.4916811444491,20.1582011798054,18.6116665986478,18.3163512857836,16.6268108407846,17.6727855949108,19.7113051916545,18.7409024745269,17.2336079131931,ENSMUSG00000001016,Ilf2
ENSMUSG00000001017,24.1961882402981,24.296637491047,25.1825313448363,27.275792783787,27.1752400113291,27.0627429013411,26.3912084286922,25.7844462706218,27.422115007938,27.8688411922778,27.4911857487474,27.4654599436563,ENSMUSG00000001017,Chtop
ENSMUSG00000001018,13.0915679198141,12.2139445571989,13.0243797548713,12.5424724191451,12.6616932448156,12.1167191278879,11.1255598901893,11.6539723821908,11.9563646871839,10.9810720994076,11.443433029909,10.8316585884856,ENSMUSG00000001018,Snapin
ENSMUSG00000001020,0.269447363457549,0.112059884802438,0.0944126588492985,0,0,0,0.399680255795364,0.342583076396026,0.55511146638245,0,0,0,ENSMUSG00000001020,S100a4
ENSMUSG00000001021,0.0315749755688626,0,0,0.0302169121035352,0,0,0.0156120712534932,0,0.026020118755822,0,0.0562034565125755,0.0479006731641269,ENSMUSG00000001021,S100a3
ENSMUSG00000001023,0.192726501821265,0.961831326846315,0.405180913277779,0.368874379829949,0.601847672354127,0.160305221141053,0.952925481227368,0.98015192354815,0.476462740613684,0.158820913537895,0.686106346483705,1.75424918135038,ENSMUSG00000001023,S100a5
ENSMUSG00000001025,378.180124585201,375.429761270641,375.790461425482,351.161624603042,327.424779565494,336.109631494843,360.621761658031,389.735998026153,355.737862214546,384.331222414124,345.854922279793,365.579368817711,ENSMUSG00000001025,S100a6
ENSMUSG00000001052,13.3865180323233,12.7126327499767,12.4530841615433,12.4724416552486,13.1555948076799,13.9280270915319,13.2261259686535,12.7749893874697,12.8959583600381,12.3230204509701,11.9979024646041,12.8116508556991,ENSMUSG00000001052,Sec24b
ENSMUSG00000001082,18.0175035335437,17.6307362237607,19.2764976804837,16.7598019792962,18.2274831509099,18.0265767317033,17.421996329239,16.6596075109417,16.7145120554693,15.8752568748333,17.0859805167302,17.4040275692118,ENSMUSG00000001082,Mfsd10
ENSMUSG00000001089,2.12225032541172,1.90554990277622,1.79994935735706,1.58311565493078,1.86501220117322,1.81049871997741,1.39373197296483,1.4898249109795,1.48879991964068,1.28252041270251,1.09453700116234,1.1337219541404,ENSMUSG00000001089,Luzp1
ENSMUSG00000001098,11.3571913317456,10.8491424425175,10.9570205497846,12.0422639456218,11.5428718142871,11.5677822196928,11.9889205837364,11.1857219633482,11.0357784300486,12.2071097514481,12.3527223117946,11.7399343803908,ENSMUSG00000001098,Kctd10
ENSMUSG00000001127,16.4834960275798,16.4124288536693,16.3715867524512,13.494302999209,14.5908176670968,14.8563447972601,16.7329357190192,14.7054182839471,14.4580050560833,12.2873867903689,12.9224652087475,13.3761823001386,ENSMUSG00000001127,Araf
ENSMUSG00000001128,205.027221128229,207.974894360866,216.815681544962,195.839337841333,197.400718290572,201.735188728155,234.822451317297,247.23566402506,242.277132311497,216.185748831797,220.471281296024,218.45851742759,ENSMUSG00000001128,Cfp
ENSMUSG00000001131,2.84146262258882,3.30884339041651,3.92562923854171,3.72925601342532,4.94371767569212,3.7140078872022,4.4155427103404,5.16102394715112,4.75005352172982,6.1549989295654,3.97398843930636,5.99382553862323,ENSMUSG00000001131,Timp1
ENSMUSG00000001134,1.7858974894841,2.43363601022759,2.34329856552848,2.39999127275901,2.49185696741007,1.92794541069978,2.10423477247962,2.35116028149508,1.91009406430441,2.63029346559952,1.75853905985796,2.03676945306976,ENSMUSG00000001134,Uxt
ENSMUSG00000001138,5.3930918449788,5.53369404820462,5.58885847200901,5.34047522258622,5.73849375105666,5.42111498306118,5.75529198583313,5.93031875463306,5.85996485737034,5.62831178101749,5.53187546330615,6.29675180268212,ENSMUSG00000001138,Cnnm3
ENSMUSG00000001143,6.88073839044992,7.23867807873554,6.73712577371679,6.6682618558728,6.36294029882365,6.32779765234677,7.96388936806394,7.30262779598643,7.7306908426453,6.42893195075358,7.83163705364844,7.65482145937554,ENSMUSG00000001143,Lman2l
ENSMUSG00000001156,84.6152687992488,86.1602776984003,84.8214414177641,76.4830627805569,75.5482322568512,79.7847814627893,75.120802371381,71.9071402467675,69.7969256868026,74.5455529838524,69.1070775977586,69.6989999889257,ENSMUSG00000001156,Mxd1
ENSMUSG00000001157,7.56008213500507,8.78260492849857,8.06315139811064,8.27710790599743,8.31725331026682,8.20497470898596,8.99002668914173,7.81276128937317,9.15650866486658,9.03945102568505,7.97864868661329,8.15678913024046,ENSMUSG00000001157,Gmcl1
ENSMUSG00000001158,22.9390322230842,21.8554211851883,21.9502072263239,22.9901573388893,22.95549564334,23.8328164352767,20.2507630124557,21.2465089970658,19.1784211828755,23.852731722071,23.645137342242,22.9044340959708,ENSMUSG00000001158,Snrnp27
ENSMUSG00000001166,1.02204990241072,1.42600149181695,1.52489741599202,1.3567065475289,1.49287538094061,1.39857838620508,1.46713615023474,1.48110887547507,1.22261345852895,1.22261345852895,1.17370892018779,1.60051216389245,ENSMUSG00000001166,Oas1c
ENSMUSG00000001168,0,0.0435092848813937,0.03665742899456,0.0500590697022486,0.0816753242510373,0,0,0,0,0,0.0465549348230912,0,ENSMUSG00000001168,Oas1h
ENSMUSG00000001173,8.69792926492865,8.70659831957311,8.51555776903387,8.20091350392053,8.89615287345181,7.79854818808389,7.74750746173874,7.23947418555915,7.45585872911713,7.05601772471652,7.09341461865752,7.3029783450816,ENSMUSG00000001173,Ocrl
ENSMUSG00000001247,3.50121339762024,3.33460789457304,4.13928991511646,2.68561431509162,4.36092610212496,3.71253012262465,3.40945131620679,3.78324498210321,3.96447827465905,2.92930894738697,4.28163653663178,4.05458005362858,ENSMUSG00000001247,Lsr
ENSMUSG00000001248,19.7327860773995,20.3524324439421,19.3897824666733,18.526798018092,17.7203974431998,19.6870303370129,22.8361074193616,20.8124259766561,21.0429719637998,19.0652490348712,21.3689007024872,21.2299566770803,ENSMUSG00000001248,Gramd1a
ENSMUSG00000001249,0.47768109711406,0.372490808789293,0.376597006681459,0.442850183782826,0.489465992602071,0.310409007324411,1.40235891531228,0.986923266716013,1.29164636936658,0.947207337535489,1.15583897967318,1.44932787419834,ENSMUSG00000001249,Hpn
ENSMUSG00000001260,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000001260,Gabrg1
ENSMUSG00000001305,15.7858421364864,13.5326594534839,14.6489166760341,14.0104140016423,15.0074938081665,16.4975613681752,13.3947679834831,12.905592783227,14.0787739926648,13.4493206099823,14.5026059370043,14.9867128113219,ENSMUSG00000001305,Rrp15
ENSMUSG00000001333,0.0513996114189377,0.171011791263008,0.0900505003205798,0.122972188609824,0.0401277668095215,0.149635317355132,0.0508285046253939,0.0435672896789091,0.0847141743756565,0.0211785435939141,0.182982616651418,0,ENSMUSG00000001333,Sync
ENSMUSG00000001334,0.0406657801526593,0,0,0.0389167143396417,0.0317478459086551,0,0.0804278763019262,0.172345449218413,0.0335116151258026,0.167558075629013,0.1085776330076,0.164511565163031,ENSMUSG00000001334,Fndc5
ENSMUSG00000001376,4.33366900905149,4.92430560265008,4.83343190651865,3.90124987610896,4.00835389119986,4.28891133134039,4.24193560102562,4.47021980656026,4.59421963638477,4.12208639311993,4.16421520559587,4.12291180088787,ENSMUSG00000001376,Vps50
ENSMUSG00000001403,109.528316386374,107.251232985473,109.635323662296,113.410282016148,108.622889116239,107.486728164551,101.591872650188,100.003428297165,97.9588299602698,113.157614057542,107.775377969762,110.609333071536,ENSMUSG00000001403,Ube2c
ENSMUSG00000001415,23.0693759778758,21.872782181328,22.8252635057644,20.7959245724645,20.9119187796987,19.7370279941695,22.13132570593,21.1969546844169,24.2226042510588,20.4023158851542,19.8915169838165,20.3910885486557,ENSMUSG00000001415,Smg5
ENSMUSG00000001416,34.0444260342774,34.669882423877,33.7876499928824,40.6989819060579,39.7706424871111,39.614440428429,31.5687896333058,32.494387333097,34.3570706473932,38.328606876994,38.3374689826303,39.1543939931037,ENSMUSG00000001416,Cct3
ENSMUSG00000001418,15.5751399545494,15.4314279504456,14.8102523125413,14.738533118128,14.4406117478333,14.8650161690805,14.7678333724845,14.8729823148428,14.6686503275651,14.166209902644,14.2988019732206,14.1184573002755,ENSMUSG00000001418,Glmp
ENSMUSG00000001419,19.8303002613663,20.0014351711947,18.1459149551802,16.5470696104869,18.8965980431776,17.8284647003474,20.2588226812299,21.3505538475799,19.0151760931473,16.8623257192523,18.1680545041635,18.5563868379917,ENSMUSG00000001419,Mef2d
ENSMUSG00000001420,0.516256550004978,0.628778421551457,0.51683726603423,0.299960122948361,0.489408621652589,0.552098126240304,0.674616198081902,0.781408723646991,0.607762340614326,0.546986106552894,0.557925828683951,0.52212310170958,ENSMUSG00000001420,Tmem79
ENSMUSG00000001424,32.9475373827828,30.6244344410521,32.1146752466898,30.573471202694,34.0270655155612,33.9084407566695,33.2719553987008,34.0062985451968,33.8075915412113,31.7971800248922,32.8678839957035,34.0978838562082,ENSMUSG00000001424,Snd1
ENSMUSG00000001467,32.0053329596221,32.7803777698317,34.4927809356714,35.4496175029768,34.0498135613769,34.0090512278071,32.4362791917149,31.3019190484217,29.7457410216554,32.9294404804265,32.2602393392887,31.2006803242266,ENSMUSG00000001467,Cyp51
ENSMUSG00000001517,15.4095620968926,14.6903144002725,15.2545034434798,13.8488792548859,15.218811347063,14.5250483632694,14.7143901933174,13.6883125388873,14.536100104427,12.6804277506704,13.5180273111308,13.9435915297984,ENSMUSG00000001517,Foxm1
ENSMUSG00000001518,2.34607517135074,2.20944578390975,2.49332509018771,2.19878092905452,2.46734177981624,2.46748324772403,1.68727830505225,1.87353629976581,1.77355958201515,1.63774646086984,1.82053494391717,1.90210996940937,ENSMUSG00000001518,Itfg2
ENSMUSG00000001520,0.380074589638216,0.184413138118854,0.221959570064313,0.242484863640152,0.309088436383418,0.342481542220729,0.234907211651398,0.268465384744455,0.221856811004098,0.130504006472999,0.295983086680761,0.272278813505029,ENSMUSG00000001520,Nrip2
ENSMUSG00000001521,0.515009615132343,0.387959985160531,0.388150910350078,0.418464903348556,0.500689586111781,0.493032481141508,0.566942450536674,0.625970357009015,0.528505674229102,0.70467423230547,0.605379226844245,0.668275769892997,ENSMUSG00000001521,Tulp3
ENSMUSG00000001566,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000001566,Mnx1
ENSMUSG00000001569,8.80437914145779,8.8569374550683,8.9238845144357,8.83374689826303,9.22177237966712,8.44476395878265,8.64957264957265,8.11721611721612,8.54700854700855,8.5375118708452,8.93333333333333,8.4965034965035,ENSMUSG00000001569,Nom1
ENSMUSG00000001604,0,0.0372639329845429,0,0,0,0.0372639329845429,0.0443026758816233,0.113921166552746,0.147675586272077,0.184594482840097,0.119617224880383,0.453095548789329,ENSMUSG00000001604,Tcea3
ENSMUSG00000001622,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000001622,Csn3
ENSMUSG00000001630,3.2442240551669,2.66708921727207,2.86832536062252,2.31046514356472,2.81255429996849,2.63571169706887,3.13356835095966,2.8298040720401,2.89108984761159,3.27967719272067,3.22309887527279,2.91864422299205,ENSMUSG00000001630,Stk38l
ENSMUSG00000001632,14.6659541896537,15.7845422002258,15.2015059814181,14.9957155098543,16.0781130203401,14.9376546620859,15.4527277920594,15.0079569102705,14.8052937256022,14.716033514234,14.0809768637532,14.4820635662538,ENSMUSG00000001632,Brpf1
ENSMUSG00000001642,8.95561009335668,9.20622963279335,8.52853091096611,8.70584684674227,8.76719506575002,8.83629894435234,7.90652113070249,7.75373121540808,8.62120666906561,8.13808590886677,8.35732277797769,7.4932938597926,ENSMUSG00000001642,Akr1b3
ENSMUSG00000001674,25.3757308602896,22.9836910991916,25.3453475475053,28.2899595678896,30.7885546228785,29.1036088474971,23.8002845686198,23.1442984644382,24.2799551588841,29.6425645668952,27.7939464493597,26.5570430733411,ENSMUSG00000001674,Ddx18
ENSMUSG00000001687,10.741073849186,10.2513807507418,11.0435257255042,9.72724988983745,10.004905023954,9.91491783504011,13.3026937316482,13.6054421768707,14.752400811382,14.4048682922678,13.3818460360015,13.4396434664531,ENSMUSG00000001687,Ubl3
